"section","module","path","review_focus","priority","status","notes"
"Frontend","Frontend Brand Assets","budgetwise-ui/src/assets/og-image.png","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Frontend Build Scripts","budgetwise-ui/scripts/prepare-prod-environment.mjs","Correctness, maintainability, project fit","Normal","TODO",""
"Frontend","Frontend Build Scripts","budgetwise-ui/scripts/upload-sourcemaps.mjs","Correctness, maintainability, project fit","Normal","TODO",""
"Frontend","Frontend Config & Tooling","budgetwise-ui/.editorconfig","Correctness, maintainability, project fit","Normal","TODO",""
"Frontend","Frontend Config & Tooling","budgetwise-ui/.gitignore","Correctness, maintainability, project fit","Normal","TODO",""
"Frontend","Frontend Config & Tooling","budgetwise-ui/angular.json","Config correctness, env safety, build/runtime compatibility","Normal","TODO",""
"Frontend","Frontend Config & Tooling","budgetwise-ui/ngsw-config.json","Config correctness, env safety, build/runtime compatibility","Normal","TODO",""
"Frontend","Frontend Config & Tooling","budgetwise-ui/package.json","Config correctness, env safety, build/runtime compatibility","Normal","TODO",""
"Frontend","Frontend Config & Tooling","budgetwise-ui/package-lock.json","Config correctness, env safety, build/runtime compatibility","Normal","TODO",""
"Frontend","Frontend Config & Tooling","budgetwise-ui/README.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Frontend","Frontend Config & Tooling","budgetwise-ui/tsconfig.app.json","Config correctness, env safety, build/runtime compatibility","Normal","TODO",""
"Frontend","Frontend Config & Tooling","budgetwise-ui/tsconfig.json","Config correctness, env safety, build/runtime compatibility","Normal","TODO",""
"Frontend","Goals","budgetwise-ui/src/app/pages/goals/goal-contribution-dialog/goal-contribution-dialog.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Goals","budgetwise-ui/src/app/pages/goals/goal-dialog/goal-dialog.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Goals","budgetwise-ui/src/app/pages/goals/goals.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Goals","budgetwise-ui/src/app/pages/goals/goals.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Goals","budgetwise-ui/src/app/pages/goals/goals.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Goals","budgetwise-ui/src/app/pages/goals/goal-type-dialog/goal-type-dialog.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Help","budgetwise-ui/src/app/pages/help/help.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Help","budgetwise-ui/src/app/pages/help/help.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Help","budgetwise-ui/src/app/pages/help/help.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Landing","budgetwise-ui/src/app/pages/landing/landing.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Landing","budgetwise-ui/src/app/pages/landing/landing.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Landing","budgetwise-ui/src/app/pages/landing/landing.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Landing","budgetwise-ui/src/app/pages/landing/landing-page.global.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Landing Assets","budgetwise-ui/src/assets/landing/dashboard-preview.png","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Legal","budgetwise-ui/src/app/pages/legal/legal.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Legal","budgetwise-ui/src/app/pages/legal/privacy-policy/privacy-policy.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Legal","budgetwise-ui/src/app/pages/legal/privacy-policy/privacy-policy.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Legal","budgetwise-ui/src/app/pages/legal/terms-of-service/terms-of-service.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Legal","budgetwise-ui/src/app/pages/legal/terms-of-service/terms-of-service.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Not Found","budgetwise-ui/src/app/pages/not-found/not-found.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Not Found","budgetwise-ui/src/app/pages/not-found/not-found.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Not Found","budgetwise-ui/src/app/pages/not-found/not-found.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Provider Brand Assets","budgetwise-ui/src/assets/providers/bdo.svg","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Provider Brand Assets","budgetwise-ui/src/assets/providers/bpi.svg","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Provider Brand Assets","budgetwise-ui/src/assets/providers/chinabank.jpeg","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Provider Brand Assets","budgetwise-ui/src/assets/providers/coins.svg","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Provider Brand Assets","budgetwise-ui/src/assets/providers/dbp.svg","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Provider Brand Assets","budgetwise-ui/src/assets/providers/eastwestbank.png","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Provider Brand Assets","budgetwise-ui/src/assets/providers/gcash.svg","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Provider Brand Assets","budgetwise-ui/src/assets/providers/grabpay.svg","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Provider Brand Assets","budgetwise-ui/src/assets/providers/homecredit.svg","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Provider Brand Assets","budgetwise-ui/src/assets/providers/landbank.svg","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Provider Brand Assets","budgetwise-ui/src/assets/providers/maya.svg","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Provider Brand Assets","budgetwise-ui/src/assets/providers/metrobank.svg","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Provider Brand Assets","budgetwise-ui/src/assets/providers/pnb.svg","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Provider Brand Assets","budgetwise-ui/src/assets/providers/rcbc.svg","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Provider Brand Assets","budgetwise-ui/src/assets/providers/securitybank.svg","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Provider Brand Assets","budgetwise-ui/src/assets/providers/shopeepay.jpeg","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Provider Brand Assets","budgetwise-ui/src/assets/providers/unionbank.svg","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Public Web Assets","budgetwise-ui/public/favicon.ico","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Public Web Assets","budgetwise-ui/public/favicon-16x16.png","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Public Web Assets","budgetwise-ui/public/favicon-32x32.png","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Public Web Assets","budgetwise-ui/public/manifest.webmanifest","Config correctness, env safety, build/runtime compatibility","Normal","TODO",""
"Frontend","PWA Public Icons","budgetwise-ui/public/icons/apple-touch-icon.png","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","PWA Public Icons","budgetwise-ui/public/icons/icon-128x128.png","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","PWA Public Icons","budgetwise-ui/public/icons/icon-144x144.png","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","PWA Public Icons","budgetwise-ui/public/icons/icon-152x152.png","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","PWA Public Icons","budgetwise-ui/public/icons/icon-192x192.png","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","PWA Public Icons","budgetwise-ui/public/icons/icon-384x384.png","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","PWA Public Icons","budgetwise-ui/public/icons/icon-512x512.png","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","PWA Public Icons","budgetwise-ui/public/icons/icon-72x72.png","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","PWA Public Icons","budgetwise-ui/public/icons/icon-96x96.png","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
"Frontend","Reports","budgetwise-ui/src/app/pages/reports/reports.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Reports","budgetwise-ui/src/app/pages/reports/reports.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Reports","budgetwise-ui/src/app/pages/reports/reports.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Scheduled Transactions","budgetwise-ui/src/app/pages/scheduled-transactions/scheduled-transaction-dialog/scheduled-transaction-dialog.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Scheduled Transactions","budgetwise-ui/src/app/pages/scheduled-transactions/scheduled-transactions.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Scheduled Transactions","budgetwise-ui/src/app/pages/scheduled-transactions/scheduled-transactions.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Scheduled Transactions","budgetwise-ui/src/app/pages/scheduled-transactions/scheduled-transactions.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Scheduled Transactions","budgetwise-ui/src/app/pages/scheduled-transactions/scheduled-transactions-calendar/scheduled-transactions-calendar.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Scheduled Transactions","budgetwise-ui/src/app/pages/scheduled-transactions/scheduled-transactions-calendar/scheduled-transactions-calendar.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Scheduled Transactions","budgetwise-ui/src/app/pages/scheduled-transactions/scheduled-transactions-calendar/scheduled-transactions-calendar.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Scheduled Transactions","budgetwise-ui/src/app/pages/scheduled-transactions/scheduled-transactions-calendar/scheduled-transactions-day-sheet.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Settings","budgetwise-ui/src/app/pages/settings/change-email-dialog.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Settings","budgetwise-ui/src/app/pages/settings/change-password-dialog.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Settings","budgetwise-ui/src/app/pages/settings/delete-account-dialog.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Settings","budgetwise-ui/src/app/pages/settings/settings.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Settings","budgetwise-ui/src/app/pages/settings/settings.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Settings","budgetwise-ui/src/app/pages/settings/settings.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Shared Chat Panel","budgetwise-ui/src/app/shared/components/chat-panel/chat-panel.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Shared Chat Panel","budgetwise-ui/src/app/shared/components/chat-panel/chat-panel.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Shared Chat Panel","budgetwise-ui/src/app/shared/components/chat-panel/chat-panel.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Shared Confirm Dialog","budgetwise-ui/src/app/shared/components/confirm-dialog/confirm-dialog.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Shared Notification Bell","budgetwise-ui/src/app/shared/components/notification-bell/notification-bell.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Shared Notification Bell","budgetwise-ui/src/app/shared/components/notification-bell/notification-bell.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Shared Notification Bell","budgetwise-ui/src/app/shared/components/notification-bell/notification-bell.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Shared Offline Banner","budgetwise-ui/src/app/shared/components/offline-banner/offline-banner.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Shared Offline Banner","budgetwise-ui/src/app/shared/components/offline-banner/offline-banner.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Shared Offline Banner","budgetwise-ui/src/app/shared/components/offline-banner/offline-banner.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Shared Onboarding","budgetwise-ui/src/app/shared/components/onboarding/onboarding.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Shared Onboarding","budgetwise-ui/src/app/shared/components/onboarding/onboarding.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Shared Onboarding","budgetwise-ui/src/app/shared/components/onboarding/onboarding.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Shared Pipes","budgetwise-ui/src/app/shared/pipes/app-currency.pipe.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Shared Pipes","budgetwise-ui/src/app/shared/pipes/markdown.pipe.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Transactions","budgetwise-ui/src/app/pages/transactions/transaction-dialog/transaction-dialog.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Transactions","budgetwise-ui/src/app/pages/transactions/transactions.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Transactions","budgetwise-ui/src/app/pages/transactions/transactions.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Transactions","budgetwise-ui/src/app/pages/transactions/transactions.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Root Project","Project Docs & Config",".gitignore","Correctness, maintainability, project fit","Normal","TODO",""
"Root Project","Project Docs & Config","AGENTS.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Root Project","Project Docs & Config","CLAUDE.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Root Project","Project Docs & Config","CODEBASE-WIKI.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Root Project","Project Docs & Config","CODE-REVIEW-PLAN.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Root Project","Project Docs & Config","code-review-remediation-backlog.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Root Project","Project Docs & Config","PROJECT-STATUS.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Root Project","Project Docs & Config","SECURITY.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Root Project","Project Docs & Config","SETUP-GUIDE.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Architecture","wiki/architecture/api-routes.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Architecture","wiki/architecture/chat-agent-flow.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Architecture","wiki/architecture/database-schema.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Architecture","wiki/architecture/data-flow.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Architecture","wiki/architecture/project-structure.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Backend Modules","wiki/modules/backend/accounts.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Backend Modules","wiki/modules/backend/auth.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Backend Modules","wiki/modules/backend/budgets.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Backend Modules","wiki/modules/backend/categories.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Backend Modules","wiki/modules/backend/chat.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Backend Modules","wiki/modules/backend/email.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Backend Modules","wiki/modules/backend/goals.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Backend Modules","wiki/modules/backend/health.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Backend Modules","wiki/modules/backend/notifications.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Backend Modules","wiki/modules/backend/reports.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Backend Modules","wiki/modules/backend/scheduled-transactions.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Backend Modules","wiki/modules/backend/transactions.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Backend Modules","wiki/modules/backend/user.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Entities","wiki/entities/account.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Entities","wiki/entities/budget.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Entities","wiki/entities/category.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Entities","wiki/entities/chat-message.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Entities","wiki/entities/chat-session.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Entities","wiki/entities/goal.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Entities","wiki/entities/goal-contribution.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Entities","wiki/entities/notification.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Entities","wiki/entities/scheduled-transaction.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Entities","wiki/entities/transaction.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Frontend Modules","wiki/modules/frontend/accounts-page.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Frontend Modules","wiki/modules/frontend/auth-pages.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Frontend Modules","wiki/modules/frontend/budgets-page.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Frontend Modules","wiki/modules/frontend/categories-page.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Frontend Modules","wiki/modules/frontend/chat-panel.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Frontend Modules","wiki/modules/frontend/dashboard.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Frontend Modules","wiki/modules/frontend/email-preferences-page.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Frontend Modules","wiki/modules/frontend/goals-page.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Frontend Modules","wiki/modules/frontend/help-page.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Frontend Modules","wiki/modules/frontend/landing-page.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Frontend Modules","wiki/modules/frontend/legal-pages.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Frontend Modules","wiki/modules/frontend/not-found-page.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Frontend Modules","wiki/modules/frontend/reports-page.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Frontend Modules","wiki/modules/frontend/scheduled-transactions-page.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Frontend Modules","wiki/modules/frontend/settings-page.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Frontend Modules","wiki/modules/frontend/transactions-page.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Project Notes","wiki/project/decisions.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Project Notes","wiki/project/known-issues.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Project Notes","wiki/project/tickets-overview.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Root","wiki/index.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Root","wiki/log.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Root","wiki/overview.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Shared Modules","wiki/shared/core-models.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Shared Modules","wiki/shared/core-services.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Shared Modules","wiki/shared/guards.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Shared Modules","wiki/shared/interceptors.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
"Wiki/Docs","Wiki Shared Modules","wiki/shared/pipes.md","Accuracy, drift, missing context, outdated instructions","Normal","TODO",""
